year,make,model,mileage,title_status,location,engine,drivetrain,transmission,body_style,exterior_color,interior_color,num_modifications,sale_price,date,url,image_url
1999,Porsche,996 911,"102,700",Clean (TX),"Dripping Springs, TX 78620",3.4L Flat-6,Rear-wheel drive,Automatic (5-Speed),Convertible,Arctic Silver Metallic,Graphite Grey,1,17034,12/05/22,https://carsandbids.com/auctions/dRuiiW8D/1999-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/ee7f173e46ec801a48d1673c50f9cebaa1bf2854/photos/9n2yjGkG-8XLeg3Q8nm-(edit).jpg?t=166854414908"
2001,Porsche,996 911,"154,600",Clean (WI),"Madison, WI 53711",3.4L Flat-6,4WD/AWD,Manual (6-speed),Coupe,Lapis Blue Metallic,Savannah Beige,5,20101,08/01/20,https://carsandbids.com/auctions/qIx02ifP/2001-porsche-911-carrera-4-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/da4b9237bacccdf19c0760cab7aec4a8359010b0/photos/tPOgflLoG_F2 2.LbRewwj-_.jpeg?t=159658436304"
1999,Porsche,996 911,"66,300",Clean (WA),"Portland, OR 97220",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Ocean Blue Metallic,Space Grey,2,26114,06/23/25,https://carsandbids.com/auctions/VSbEJPN3/1999-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/4822e9034b0b6b357b3f73fabdfc10e586c36f68/photos/exterior/r4p76d0x-Uhu52TL/edit/rBGet.jpg?t=174742041532"
1999,Porsche,996 911,"90,600",Clean (CA),"South Lake Tahoe, CA 96150",3.4L Flat-6,Rear-wheel drive,Automatic (5-Speed),Convertible,Ocean Blue Metallic,Savanna Beige,0,19480,12/17/21,https://carsandbids.com/auctions/bbbc89yg/1999-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/KYz2o820.bsvXcpmuh-(edit).jpg?t=163669606288"
2003,Porsche,996 911,"47,500",Clean (MT),"Rhinebeck, NY 12572",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Arctic Silver Metallic,Black,1,33705,05/12/22,https://carsandbids.com/auctions/70hVv3om/2003-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/8864cd06c16cf34eddf5229bf01bf6bfafe9d766/photos/3Bpdbdbb-gOvrj5Qd8V-(edit).jpg?t=165258302538"
2004,Porsche,996 911,"58,000",Clean (GA),"Vero Beach, FL 32960",3.6L Turbocharged Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Seal Gray Metallic,Graphite Gray,2,54616,12/18/25,https://carsandbids.com/auctions/7O6w07kt/2004-porsche-911-turbo-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/59339d5e07287c702e69307de910cceaa69c1d04/photos/exterior/3OVYR4pg-xa4JcRt/edit/aAAJU.jpg?t=176714963595"
2001,Porsche,996 911,"132,400",Clean (CA),"Ben Lomond, CA 95005",3.6L Flat-6,4WD/AWD,Automatic (5-Speed),Coupe,Orient Red Metallic,Natural Grey,4,27252,10/26/20,https://carsandbids.com/auctions/OJBojFHy/2001-porsche-911-turbo-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/da4b9237bacccdf19c0760cab7aec4a8359010b0/photos/911-turbo-crop-1021.7LK82TT4U.jpg?t=160331440157"
2001,Porsche,996 911,"55,200",Clean (WA),"Bonney Lake, WA 98391",3.6L Turbocharged Flat-6,4WD/AWD,Manual (6-speed),Coupe,Seal Grey Metallic,Graphite Grey,5,47190,08/17/20,https://carsandbids.com/auctions/WMN9X5ZW/2001-porsche-911-turbo-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/5a0782a85481fa3b119f02e7897ea3b11e56d666/photos/UcjdIC1pr.jpg?t=159528613600"
2001,Porsche,996 911,"22,100",Clean (PA),"King Of Prussia, PA 19406",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Arctic Silver Metallic,Black,4,34412,08/31/23,https://carsandbids.com/auctions/DH1vfcWK/2001-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/c51905b0000b639a185eeb080dd879bf007f5604/photos/r40y0ZxP-unom03eaXk-(edit).jpg?t=169157734390"
1999,Porsche,996 911,"45,200",Clean (CA),"Vista, CA 92081",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Black,Black,0,26911,12/26/25,https://carsandbids.com/auctions/z7uyLoWV/1999-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d32c8dde23a1411d0ef2e05bea168897e96c369b/photos/application/s-iFWDBB8/edit/FhAu6.jpg?t=176369127088"
2002,Porsche,996 911,"51,900 Miles Shown - TMU",Clean (RI),"Bristol, RI 02809",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Arctic Silver Metallic,Black,7,29888,10/11/23,https://carsandbids.com/auctions/JfV9ECC3/2002-porsche-911-carrera-4s-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/9004500a220bf3a3d455d15ee052cf8c332606f8/photos/rkVZNAGg-dqMfFFi924-(edit).jpg?t=169878842970"
2004,Porsche,996 911,"79,200",Clean (TX),"Rowlett, TX 75089",3.6L Flat-Six,Rear-wheel drive,Manual (6-Speed),Coupe,GT Silver Metallic,Natural Grey,5,27411,07/02/20,https://carsandbids.com/auctions/SXomqVbS/2004-porsche-911-carrera-coupe-40th-anniversary-edition,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d5bbad7af200e871991f55691eb2c40b41d80868/photos/-KbXKggL1.jpg?t=159188152884"
2003,Porsche,996 911,"77,000",Clean (CA),"Solana Beach, CA 92075",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Midnight Blue Metallic,Savanna Beige,1,25892,06/13/24,https://carsandbids.com/auctions/RMlR3kgj/2003-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/9004500a220bf3a3d455d15ee052cf8c332606f8/photos/rkwk8k84-fj2pRl_yfC-(edit).jpg?t=171977326554"
2002,Porsche,996 911,"51,800",Clean (MI),"Kentwood, MI 49512",3.6L Twin Turbo Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Arctic Silver Metallic,Graphite Grey,2,50577,07/14/20,https://carsandbids.com/auctions/Rjzirypf/2002-porsche-911-turbo-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/0e02b6187fe637d1a49c7d51d10a0cd7872c6a80/photos/4GOcBAr3B.JPG?t=159360884004"
2002,Porsche,996 911,"136,800",Clean (CA),"Monterey Park, CA 91755",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Seal Grey Metallic,Graphite Grey,0,17858,11/29/25,https://carsandbids.com/auctions/PosJErIG/2002-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/9004500a220bf3a3d455d15ee052cf8c332606f8/photos/92vDVwvE-5J31zYq/edit/JF0GL.jpg?t=176375213446"
1999,Porsche,996 911,"66,500",Clean (CA),"Oakland, CA 94602",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Black,Black,1,26688,08/11/21,https://carsandbids.com/auctions/QNWocxHv/1999-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/ee7f173e46ec801a48d1673c50f9cebaa1bf2854/photos/r4745v6n.8wHOU8-sr-(edit).jpg?t=162582656439"
2001,Porsche,996 911,"139,800",Clean (CA),"La Jolla, CA 92037",3.4L Flat-6,Rear-wheel drive,Automatic (5-Speed),Coupe,Guards Red,Black,2,15061,01/05/23,https://carsandbids.com/auctions/nZCF1S1z/2001-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/438ad923cef6d8239e95d61e7d6849486bae11d9/photos/KDvzx01R-fj6vgyvGp0-(edit).jpg?t=166811225673"
2002,Porsche,996 911,"55,169",Clean (GA),"Atlanta, GA 30305",3.6L Flat 6,4WD/AWD,Manual (6-speed),Coupe,Seal Gray,Metropol Blue,2,30976,05/20/20,https://carsandbids.com/auctions/DqIN86lc/2002-porsche-911-carrera-4s,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/b1d5781111d84f7b3fe45a0852e59758cd7a87e5/photos/uMrBHXMe6V.JPG?t=159061619535"
2002,Porsche,996 911,"121,600",Clean (NC),"Raleigh, NC 27615",6.0L V8,Rear-wheel drive,Manual (6-Speed),Coupe,Arctic Silver Metallic,Black,32,26892,09/20/22,https://carsandbids.com/auctions/CZCdhVDh/2002-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/8864cd06c16cf34eddf5229bf01bf6bfafe9d766/photos/KYZAk8DP-11FbgmX84u-(edit).jpg?t=166502223772"
1999,Porsche,996 911,"155,900",Clean (FL),"Vero Beach, FL 32962",3.4L Flat-6,Rear-wheel drive,Automatic (5-Speed),Coupe,Ocean Blue,Metropol Blue,2,14548,07/09/23,https://carsandbids.com/auctions/efxOIdy6/1999-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/20309e251cb7341d1fb94cb5d4546882260d2202/photos/rGl4bejX--741RgD_Dp-(edit).jpg?t=168779103765"
1999,Porsche,996 911,"108,800",Clean (CA),"La Mesa, CA 91941",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Black,Black,16,23210,09/03/25,https://carsandbids.com/auctions/VdI7Cy8K/1999-porsche-911-carrera-4-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/59339d5e07287c702e69307de910cceaa69c1d04/photos/exterior/9QXy5Z8x-WdxJN6J/edit/zQfZ8.jpg?t=175873101520"
1999,Porsche,996 911,"114,100",Clean (CA),"Brooklyn, NY 11207",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Arctic Silver Metallic,Black,0,16207,08/23/24,https://carsandbids.com/auctions/MPiNBLkz/1999-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/9004500a220bf3a3d455d15ee052cf8c332606f8/photos/rJXpwQ52-fWat3ZxCSd-(edit).jpg?t=172127614947"
2005,Porsche,996 911,"28,500",Clean (MA),"Winthrop, MA 02152",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Dark Teal Metallic,Savanna Beige,2,61892,06/07/24,https://carsandbids.com/auctions/hyZsqLFQ/2005-porsche-911-carrera-4s-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/ee7f173e46ec801a48d1673c50f9cebaa1bf2854/photos/37g1wjBx-jqLZUh817z-(edit).jpg?t=171828010600"
1999,Porsche,996 911,"102,700",Clean (TX),"Dripping Springs, TX 78620",3.4L Flat-6,Rear-wheel drive,Automatic (5-Speed),Convertible,Arctic Silver Metallic,Graphite Grey,1,17129,12/03/22,https://carsandbids.com/auctions/e48k7n7z/1999-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/ee7f173e46ec801a48d1673c50f9cebaa1bf2854/photos/9n2yjGkG-8XLeg3Q8nm-(edit).jpg?t=166854414908"
2002,Porsche,996 911,"38,900",Clean (IN),"Grand Rapids, MI 49548",3.6L Turbocharged Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Arctic Silver Metallic,Black,5,94525,02/09/23,https://carsandbids.com/auctions/0GDfIBOM/2002-porsche-911-gt2,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/7a0a3c6148108c9c64425dd85e0181fa3cccb652/photos/KmowQjaN-ToWghAZ-IG-(edit).jpg?t=167433810733"
1999,Porsche,996 911,"45,200",Clean (CA),"Vista, CA 92081",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Black,Black,0,25699,11/27/25,https://carsandbids.com/auctions/RHiQjaNo/1999-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d32c8dde23a1411d0ef2e05bea168897e96c369b/photos/application/s-iFWDBB8/edit/FhAu6.jpg?t=176369127088"
2001,Porsche,996 911,"117,400",Clean (CA),"Walnut Creek, CA 94595",3.4L Flat-6,4WD/AWD,Automatic (5-Speed),Convertible,Midnight Blue Metallic,Graphite Grey,5,26146,10/16/21,https://carsandbids.com/auctions/g06JXjMj/2001-porsche-911-carrera-4-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/K1y7n68z.VTUH1_MsV-(edit).jpg?t=163106199532"
2000,Porsche,996 911,"64,600",Clean (CA),"Santee, CA 92071",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Rainforest Green Metallic,Savannah Beige,8,39146,12/09/25,https://carsandbids.com/auctions/j0LmZiNp/2000-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/7a0a3c6148108c9c64425dd85e0181fa3cccb652/photos/exterior/3gym2n0z-vTt_T9n/edit/jGb2H.jpg?t=176466595431"
2002,Porsche,996 911,"100,200",Clean (MD),"Sykesville, MD 21784",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Olive Green,Black/Tartan,14,21754,12/26/23,https://carsandbids.com/auctions/HLuStMYj/2002-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/c51905b0000b639a185eeb080dd879bf007f5604/photos/35JMYZ8R-9WwxFtH9Vc-(edit).jpg?t=170013198707"
1999,Porsche,996 911,"104,000",Clean (FL),"Fort Lauderdale, FL 33305",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Arctic Silver,Black,5,14981,03/11/21,https://carsandbids.com/auctions/sephoBP0/1999-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/da4b9237bacccdf19c0760cab7aec4a8359010b0/photos/shK7uqfJc72-2.QOE13BS2MB.jpg?t=161524797651"
2003,Porsche,996 911,"112,100",Clean (FL),"Orlando, FL 32806",3.6L Turbocharged Flat-6,4WD/AWD,Automatic (5-Speed),Coupe,Black,Black,9,49569,01/08/22,https://carsandbids.com/auctions/qntp0zfd/2003-porsche-911-turbo-coupe-x50,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/36M244kx.bXDJJ31Ni-(edit).jpg?t=164256188249"
2000,Porsche,996 911,"102,300",Clean (CA),"Santa Rosa, CA 95405",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Ocean Blue Metallic,Savannah Beige,5,21705,09/03/23,https://carsandbids.com/auctions/uicZjjTw/2000-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/171ab1e538119e13fa98382f268326fc825fdc20/photos/3OnVjlXj-XguCOGw0j2-(edit).jpg?t=169085820982"
2003,Porsche,996 911,"19,000",Clean (TN),"Scottsdale, AZ 85259",3.6L Turbocharged Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Lapis Blue Metallic,Cinnamon Brown,21,68365,03/18/24,https://carsandbids.com/auctions/ly0Ce3RY/2003-porsche-911-turbo-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/c51905b0000b639a185eeb080dd879bf007f5604/photos/9eln5NeN-7LrDlSFjAT-(edit).jpg?t=170861966047"
1999,Porsche,996 911,"40,800",Clean (MO),"Labadie, MO 63055",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Black,Black,3,28325,10/15/22,https://carsandbids.com/auctions/f0qVu7GD/1999-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/59339d5e07287c702e69307de910cceaa69c1d04/photos/rEJoYL1d-hHB3T5pbTX-(edit).jpg?t=166390925612"
1999,Porsche,996 911,"83,200",Clean (OH),"Xenia, OH 45385",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Ocean Blue Metallic,Savannah Beige,1,30844,03/29/24,https://carsandbids.com/auctions/YBW1vloW/1999-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/171ab1e538119e13fa98382f268326fc825fdc20/photos/37eOOlRq-V8tFSsVQqh-(edit).jpg?t=171190862642"
1999,Porsche,996 911,"60,500",Clean (NV),"Reno, NV 89511",3.4L Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Arctic Silver,Black,5,32996,07/24/25,https://carsandbids.com/auctions/kNeQznfr/1999-porsche-911-carrera-4-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/7a0a3c6148108c9c64425dd85e0181fa3cccb652/photos/3RZvZ7wq-_ZVh631/edit/GG75a.jpg?t=175401431742"
2004,Porsche,996 911,"27,900",Clean (TX),"San Antonio, TX 78216",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Cobalt Blue Metallic,Black,5,107213,02/22/24,https://carsandbids.com/auctions/vOiyXFbp/2004-porsche-911-gt3,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/da4b9237bacccdf19c0760cab7aec4a8359010b0/photos/9adVAEYA-DyLoj9A-pn.jpeg?t=170905636692"
1999,Porsche,996 911,"135,400",Clean (FL),"Orlando, FL 32801",6.2L V8,Rear-wheel drive,Manual (6-Speed),Coupe,Arctic Silver Metallic,Boxster Red,26,35159,04/16/21,https://carsandbids.com/auctions/DSfiFRne/1999-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/da4b9237bacccdf19c0760cab7aec4a8359010b0/photos/F5.6jm4OoN-h.jpg?t=161773688032"
2001,Porsche,996 911,"45,900",Clean (TX),"Austin, TX 78728",3.4L Flat 6,Rear-wheel drive,Manual (6-speed),Coupe,Black,Black,4,19528,07/07/20,https://carsandbids.com/auctions/WQREEKEZ/2001-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/e45ac058c50aab1bf5ea0c9e644cda9a2e123001/photos/3_m6wwqH7yW.JPG?t=159459484990"
2001,Porsche,996 911,"75,200",Clean (IL),"Chicago, IL 60622",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Arctic Silver Metallic,Graphite Grey,4,20171,06/28/24,https://carsandbids.com/auctions/VQYDEE2n/2001-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/20309e251cb7341d1fb94cb5d4546882260d2202/photos/rjAvjyY0-fbmgH59tXo-(edit).jpg?t=171564623526"
2004,Porsche,996 911,"112,900",Clean (CA),"Los Gatos, CA 95032",3.6L Turbocharged Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Black,Black,4,38997,05/16/24,https://carsandbids.com/auctions/r9kpkrF6/2004-porsche-911-turbo-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/59339d5e07287c702e69307de910cceaa69c1d04/photos/35Nq01lR-4GwxDskbPO-(edit).jpg?t=171190636585"
2002,Porsche,996 911,"179,400",Clean (CA),"San Jose, CA 95112",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Seal Grey Metallic,Black,7,23208,03/26/26,https://carsandbids.com/auctions/0bL6tmWT/2002-porsche-911-carrera-4s-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/20309e251cb7341d1fb94cb5d4546882260d2202/photos/KZBpWwmG-e4kejtA/edit/EacOd.jpg?t=177318255868"
2002,Porsche,996 911,"58,800",Clean (IL),"Mount Prospect, IL 60056",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Black,Black,6,32971,06/23/24,https://carsandbids.com/auctions/dOfLJ5Da/2002-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/301dJXRG-aTHDoCvhoG-(edit).jpg?t=171764041153"
2003,Porsche,996 911,"91,100",Clean (NV),"Las Vegas, NV 89148",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Arctic Silver Metallic,Black,2,23814,08/23/21,https://carsandbids.com/auctions/wGv2udrg/2003-porsche-911-carrera,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/3ovwkom9.FgAqy80Q7-(edit).jpg?t=163073126288"
2002,Porsche,996 911,"118,000",Clean (GA),"Atlanta, GA 30342",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Midnight Blue Metallic,Graphite Grey,4,24105,12/11/23,https://carsandbids.com/auctions/u6GOiEtS/2002-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/7a0a3c6148108c9c64425dd85e0181fa3cccb652/photos/rNbVGoJP-RiO2fi474j-(edit).jpg?t=170113993375"
2000,Porsche,996 911,"49,400",Clean (FL),"Vero Beach, FL 32960",3.4L Flat-6,Rear-wheel drive,Automatic (5-Speed),Convertible,Ocean Blue Metallic,Grey,4,24873,01/05/25,https://carsandbids.com/auctions/lNPspv81/2000-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/7a0a3c6148108c9c64425dd85e0181fa3cccb652/photos/98QvN0mY-LQ-0FK8HW1o/edit/Srz-A.jpg?t=173683142906"
2004,Porsche,996 911,"102,400",Clean (AZ),"Elgin, AZ 85611",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Seal Grey Metallic,Black,0,19354,09/10/25,https://carsandbids.com/auctions/Umg4tXbO/2004-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/f50baa0fded5bb62b35f8553a743bb81347efcf4/photos/exterior/9ldJG80E-uwtbyoK/edit/CnBuh.jpg?t=175604926835"
2003,Porsche,996 911,"68,500",Clean (CA),"San Francisco, CA 94131",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Seal Grey Metallic,Black,4,25000,03/13/22,https://carsandbids.com/auctions/NxbmPIJB/2003-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/7a0a3c6148108c9c64425dd85e0181fa3cccb652/photos/36dgXOel.gL49h5I4D-(edit).jpg?t=164438866325"
2002,Porsche,996 911,"53,400",Clean (OH),"Findlay, OH 45840",3.6L Flat-6,4WD/AWD,Automatic (5-Speed),Convertible,Meridian Metallic,Black,1,24830,10/24/21,https://carsandbids.com/auctions/usat3vYI/2002-porsche-911-carrera-4-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/KdYLNlQy.PDkFuFq4J-(edit).jpg?t=163589282086"
1999,Porsche,996 911,"40,800",Clean (MO),"Labadie, MO 63055",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Black,Black,3,27872,10/08/22,https://carsandbids.com/auctions/p1cfyYdP/1999-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/59339d5e07287c702e69307de910cceaa69c1d04/photos/rEJoYL1d-hHB3T5pbTX-(edit).jpg?t=166390925612"
2000,Porsche,996 911,"181,600","Registered (ON, Canada)","Niagara Falls, ON, Canada",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Purple,Black,10,10599,01/03/24,https://carsandbids.com/auctions/jNZlLM5q/2000-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/7a0a3c6148108c9c64425dd85e0181fa3cccb652/photos/KZRNNp7O-WmiR9iSiZM-(edit).jpg?t=170114677767"
2000,Porsche,996 911,"49,400",Clean (FL),"Vero Beach, FL 32960",3.4L Flat-6,Rear-wheel drive,Automatic (5-Speed),Convertible,Ocean Blue Metallic,Grey,4,23648,12/31/24,https://carsandbids.com/auctions/j5RjMySJ/2000-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/7a0a3c6148108c9c64425dd85e0181fa3cccb652/photos/98QvN0mY-LQ-0FK8HW1o/edit/Srz-A.jpg?t=173683142906"
1999,Porsche,996 911,"26,300",Clean (MI),"Brighton, MI 48114",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Artic Silver,Black,3,32523,09/10/24,https://carsandbids.com/auctions/0MGZaSvY/1999-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/1477bbe21e8d6b5e719c7c3ccab577fd47dd8cc3/photos/rJJ67O5N-0-TeYAf-x7-(edit).jpg?t=172369539490"
2002,Porsche,996 911,"48,700",Clean (FL),"Fort Myers, FL 33913",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Speed Yellow,Black,7,41243,12/15/25,https://carsandbids.com/auctions/6DYi6Vuo/2002-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/4822e9034b0b6b357b3f73fabdfc10e586c36f68/photos/3zxL1Y0J-Vo_6SUYNyJ/edit/y8EHY.jpg?t=176485616592"
2000,Porsche,996 911,"73,700",Clean (CO),"Windsor, CO 80550",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Arctic Silver Metallic,Black,1,23014,03/14/26,https://carsandbids.com/auctions/D2jmCi7s/2000-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/da6e8a1d4896127a9d2adf83461993b45339474c/photos/exterior/rNNZGVnE-Ks1eT5L/edit/3Wz5b.jpg?t=177456399496"
